attrib_name,TCGA.3B.A9HI,TCGA.3B.A9HJ,TCGA.3B.A9HL,TCGA.3B.A9HO,TCGA.3B.A9HP,TCGA.3B.A9HQ,TCGA.3B.A9HR,TCGA.3B.A9HS,TCGA.3B.A9HT,TCGA.3B.A9HU,TCGA.3B.A9HV,TCGA.3B.A9HX,TCGA.3B.A9HY,TCGA.3B.A9HZ,TCGA.3B.A9I0,TCGA.3B.A9I1,TCGA.3B.A9I3,TCGA.3R.A8YX,TCGA.DX.A1KU,TCGA.DX.A1KW,TCGA.DX.A1KX,TCGA.DX.A1KY,TCGA.DX.A1KZ,TCGA.DX.A1L0,TCGA.DX.A1L1,TCGA.DX.A1L2,TCGA.DX.A1L3,TCGA.DX.A1L4,TCGA.DX.A23R,TCGA.DX.A23T,TCGA.DX.A23U,TCGA.DX.A23V,TCGA.DX.A23Y,TCGA.DX.A23Z,TCGA.DX.A240,TCGA.DX.A2IZ,TCGA.DX.A2J0,TCGA.DX.A2J1,TCGA.DX.A2J4,TCGA.DX.A3LS,TCGA.DX.A3LT,TCGA.DX.A3LU,TCGA.DX.A3LW,TCGA.DX.A3LY,TCGA.DX.A3M1,TCGA.DX.A3M2,TCGA.DX.A3U5,TCGA.DX.A3U6,TCGA.DX.A3U7,TCGA.DX.A3U8,TCGA.DX.A3U9,TCGA.DX.A3UA,TCGA.DX.A3UB,TCGA.DX.A3UC,TCGA.DX.A3UD,TCGA.DX.A3UE,TCGA.DX.A3UF,TCGA.DX.A48J,TCGA.DX.A48K,TCGA.DX.A48L,TCGA.DX.A48N,TCGA.DX.A48O,TCGA.DX.A48P,TCGA.DX.A48R,TCGA.DX.A48U,TCGA.DX.A48V,TCGA.DX.A6B7,TCGA.DX.A6B8,TCGA.DX.A6B9,TCGA.DX.A6BA,TCGA.DX.A6BB,TCGA.DX.A6BE,TCGA.DX.A6BF,TCGA.DX.A6BG,TCGA.DX.A6BH,TCGA.DX.A6BK,TCGA.DX.A6YQ,TCGA.DX.A6YR,TCGA.DX.A6YS,TCGA.DX.A6YT,TCGA.DX.A6YU,TCGA.DX.A6YV,TCGA.DX.A6YX,TCGA.DX.A6YZ,TCGA.DX.A6Z0,TCGA.DX.A6Z2,TCGA.DX.A7EF,TCGA.DX.A7EI,TCGA.DX.A7EL,TCGA.DX.A7EM,TCGA.DX.A7EN,TCGA.DX.A7EO,TCGA.DX.A7EQ,TCGA.DX.A7ER,TCGA.DX.A7ES,TCGA.DX.A7ET,TCGA.DX.A7EU,TCGA.DX.A8BG,TCGA.DX.A8BH,TCGA.DX.A8BJ,TCGA.DX.A8BK,TCGA.DX.A8BL,TCGA.DX.A8BM,TCGA.DX.A8BN,TCGA.DX.A8BO,TCGA.DX.A8BP,TCGA.DX.A8BQ,TCGA.DX.A8BR,TCGA.DX.A8BS,TCGA.DX.A8BT,TCGA.DX.A8BU,TCGA.DX.A8BV,TCGA.DX.A8BX,TCGA.DX.A8BZ,TCGA.DX.AATS,TCGA.DX.AB2E,TCGA.DX.AB2F,TCGA.DX.AB2G,TCGA.DX.AB2H,TCGA.DX.AB2J,TCGA.DX.AB2L,TCGA.DX.AB2O,TCGA.DX.AB2P,TCGA.DX.AB2Q,TCGA.DX.AB2S,TCGA.DX.AB2T,TCGA.DX.AB2V,TCGA.DX.AB2W,TCGA.DX.AB2X,TCGA.DX.AB2Z,TCGA.DX.AB30,TCGA.DX.AB32,TCGA.DX.AB35,TCGA.DX.AB36,TCGA.DX.AB37,TCGA.DX.AB3A,TCGA.DX.AB3B,TCGA.DX.AB3C,TCGA.FX.A2QS,TCGA.FX.A3NJ,TCGA.FX.A3NK,TCGA.FX.A3RE,TCGA.FX.A3TO,TCGA.FX.A48G,TCGA.FX.A76Y,TCGA.FX.A8OO,TCGA.HB.A2OT,TCGA.HB.A3L4,TCGA.HB.A3YV,TCGA.HB.A43Z,TCGA.HB.A5W3,TCGA.HS.A5N7,TCGA.HS.A5N8,TCGA.HS.A5NA,TCGA.IE.A3OV,TCGA.IE.A4EH,TCGA.IE.A4EI,TCGA.IE.A4EJ,TCGA.IE.A4EK,TCGA.IE.A6BZ,TCGA.IF.A3RQ,TCGA.IF.A4AJ,TCGA.IF.A4AK,TCGA.IS.A3K6,TCGA.IS.A3K7,TCGA.IS.A3K8,TCGA.IS.A3KA,TCGA.IW.A3M4,TCGA.IW.A3M5,TCGA.IW.A3M6,TCGA.JV.A5VE,TCGA.JV.A5VF,TCGA.JV.A75J,TCGA.K1.A3PN,TCGA.K1.A3PO,TCGA.K1.A42W,TCGA.K1.A42X,TCGA.K1.A6RT,TCGA.K1.A6RU,TCGA.K1.A6RV,TCGA.KD.A5QS,TCGA.KD.A5QT,TCGA.KD.A5QU,TCGA.KF.A41W,TCGA.LI.A67I,TCGA.LI.A9QH,TCGA.MB.A5Y8,TCGA.MB.A5Y9,TCGA.MB.A5YA,TCGA.MB.A8JK,TCGA.MB.A8JL,TCGA.MJ.A68H,TCGA.MJ.A68J,TCGA.MJ.A850,TCGA.MO.A47P,TCGA.MO.A47R,TCGA.N1.A6IA,TCGA.PC.A5DK,TCGA.PC.A5DL,TCGA.PC.A5DM,TCGA.PC.A5DN,TCGA.PC.A5DO,TCGA.PC.A5DP,TCGA.PT.A8TR,TCGA.QC.A6FX,TCGA.QC.A7B5,TCGA.QC.AA9N,TCGA.QQ.A5V2,TCGA.QQ.A5V9,TCGA.QQ.A5VA,TCGA.QQ.A5VB,TCGA.QQ.A5VC,TCGA.QQ.A5VD,TCGA.QQ.A8VB,TCGA.QQ.A8VD,TCGA.QQ.A8VF,TCGA.QQ.A8VG,TCGA.QQ.A8VH,TCGA.RN.A68Q,TCGA.RN.AAAQ,TCGA.SG.A6Z4,TCGA.SG.A6Z7,TCGA.SG.A849,TCGA.SI.A71O,TCGA.SI.A71P,TCGA.SI.A71Q,TCGA.SI.AA8B,TCGA.SI.AA8C,TCGA.UE.A6QT,TCGA.UE.A6QU,TCGA.VT.A80G,TCGA.VT.A80J,TCGA.VT.AB3D,TCGA.WK.A8XO,TCGA.WK.A8XQ,TCGA.WK.A8XS,TCGA.WK.A8XT,TCGA.WK.A8XX,TCGA.WK.A8XY,TCGA.WK.A8XZ,TCGA.WK.A8Y0,TCGA.WP.A9GB,TCGA.X2.A95T,TCGA.X6.A7W8,TCGA.X6.A7WA,TCGA.X6.A7WB,TCGA.X6.A7WC,TCGA.X6.A7WD,TCGA.X6.A8C2,TCGA.X6.A8C3,TCGA.X6.A8C5,TCGA.X6.A8C6,TCGA.X6.A8C7,TCGA.X9.A971,TCGA.X9.A973,TCGA.Z4.A8JB,TCGA.Z4.A9VC,TCGA.Z4.AAPF,TCGA.Z4.AAPG
hsa-let-7a-1,13.7785,13.3529,14.0997,14.1014,13.3735,12.2721,13.4237,13.964,13.5825,13.5554,13.6348,13.0751,12.9282,12.7304,13.1538,12.9746,13.0558,14.2871,12.6115,13.0301,12.826,14.0497,12.7737,13.2383,12.3102,12.11,12.3493,12.5681,12.9985,12.2087,12.4244,11.6753,11.8569,12.2319,12.4852,14.0286,13.8405,13.3763,14.0506,13.7233,13.0249,13.4112,13.3235,11.9714,13.4629,12.4425,12.9537,12.3858,11.7259,12.3088,13.5269,14.1842,13.5786,12.2593,12.3012,12.7484,12.3073,13.0436,13.7383,13.4296,14.0853,13.4426,12.9589,12.134,13.3555,13.009,13.0442,13.7905,13.0114,13.1978,12.5391,14.1603,14.3217,13.9963,13.3169,14.1469,14.2656,13.8789,13.7172,15.3279,13.9022,14.3991,13.6388,13.9723,14.5152,12.9591,14.1124,13.5423,11.4011,12.4909,13.3834,14.3292,13.5296,14.0859,13.4894,13.8253,13.8129,13.5791,13.6478,12.6752,13.5513,13.1775,12.4437,13.2506,12.7113,14.5871,13.7772,12.9668,14.1511,13.2688,14.8601,13.6774,14.0157,13.489,13.456,13.4193,14.6469,13.8546,13.9333,14.1709,13.0489,14.5861,13.3473,13.7966,13.5105,14.3595,12.548,13.7289,13.9933,13.3819,14.2156,12.3061,14.0908,12.7085,12.9191,13.1566,13.8956,14.1819,12.8737,12.2616,13.6851,12.6957,13.7787,11.9551,12.6436,14.1332,13.0062,13.774,13.4333,12.3398,10.8771,12.1476,11.9343,11.3329,12.6719,12.1504,11.4513,12.8008,12.3811,14.3696,13.4864,11.0432,12.0325,12.9356,12.4614,12.2558,13.1698,13.0483,12.6418,12.2747,12.6626,11.4445,13.3028,11.7921,12.6673,12.2781,13.2256,13.5845,14.682,14.3687,12.196,12.1887,12.5492,12.4649,14.2727,14.1534,12.0016,11.4272,12.0658,14.1315,15.0474,12.9741,14.3572,14.9789,12.7146,11.4369,13.2686,11.6125,11.6062,12.3244,12.1557,12.3262,12.1897,13.3087,14.8733,14.4308,14.5078,14.8902,13.8286,13.4711,13.9565,14.5693,13.7699,13.8228,13.7699,13.9299,14.1415,11.5975,15.0489,13.2478,14.6766,13.4141,13.4668,14.4026,13.9955,12.8916,13.3242,13.7067,13.0824,14.0831,13.5404,13.5889,12.7518,13.9634,14.7224,13.1742,13.9642,12.8613,13.2289,12.9205,13.4049,12.9216,13.5855,13.1955,13.1642,13.1336,13.4135,13.474,14.0672,13.2669,11.8349,14.3543,14.1131,13.4507,13.7698,14.5581,14.4472,14.2946,14.4564
hsa-let-7a-2,14.7783,14.3665,15.0982,15.1085,14.363,13.2794,14.4188,14.955,14.5913,14.5562,14.6224,14.0656,13.9296,13.7266,14.155,13.9636,14.0505,15.2669,13.6004,14.0335,13.812,15.037,13.7684,14.2561,13.2915,13.0611,13.3392,13.5871,14.0037,13.2227,13.4237,12.6822,12.8501,13.2091,13.4682,15.0357,14.8406,14.3777,15.0427,14.7344,14.0278,14.42,14.3134,12.9472,14.4504,13.4279,13.9725,13.36,12.7488,13.3275,14.5237,15.1742,14.5821,13.2628,13.278,13.7569,13.3151,14.0431,14.7313,14.4348,15.0834,14.442,13.9634,13.1422,14.3477,14.01,14.031,14.803,14.0137,14.1895,13.5353,15.1512,15.311,14.99,14.3248,15.1349,15.2595,14.8804,14.7312,16.3246,14.8871,15.3841,14.6558,14.9724,15.5195,13.9595,15.1152,14.5419,12.4049,13.4905,14.3886,15.3222,14.5314,15.0959,14.4817,14.821,14.8085,14.5736,14.6656,13.668,14.5438,14.1776,13.4412,14.2428,13.6963,15.58,14.7833,13.9614,15.1412,14.2767,15.8533,14.6757,15.0046,14.477,14.4441,14.4309,15.6411,14.8536,14.9271,15.1741,14.0443,15.5886,14.3343,14.7897,14.493,15.3562,13.5432,14.7311,15.0005,14.3801,15.2248,13.3012,15.0924,13.7027,13.8901,14.1467,14.9004,15.1681,13.8811,13.2627,14.6995,13.6824,14.7868,12.975,13.6408,15.1209,13.9823,14.7669,14.435,13.3467,11.8725,13.1518,12.8953,12.3228,13.6872,13.1262,12.4203,13.8145,13.3725,15.3647,14.4872,12.0545,13.0282,13.9472,13.4799,13.2491,14.17,14.053,13.6255,13.2615,13.638,12.4043,14.3019,12.792,13.6667,13.2538,14.2228,14.5774,15.68,15.3675,13.1889,13.1722,13.5238,13.4635,15.2642,15.1467,12.9732,12.424,13.0596,15.1357,16.0442,13.9756,15.3638,15.9826,13.69,12.4536,14.2715,12.6048,12.5887,13.3206,13.1652,13.3138,13.1952,14.3038,15.8688,15.4283,15.5081,15.8963,14.8393,14.4605,14.9518,15.5676,14.7682,14.8179,14.7724,14.9195,15.1388,12.6266,16.0505,14.2366,15.6711,14.4099,14.4593,15.3924,15.0004,13.8881,14.3298,14.7082,14.0947,15.0953,14.5182,14.5876,13.753,14.9507,15.7105,14.1661,14.9645,13.854,14.2241,13.917,14.3965,13.9207,14.5808,14.191,14.158,14.142,14.3969,14.469,15.0588,14.2605,12.8335,15.3456,15.1225,14.4418,14.7675,15.5448,15.4404,15.2965,15.4616
hsa-let-7a-3,13.8011,13.3733,14.1044,14.1103,13.3643,12.2793,13.422,13.9655,13.5904,13.5563,13.637,13.0678,12.9377,12.733,13.1579,12.9551,13.0513,14.2749,12.6195,13.0439,12.839,14.0566,12.7786,13.2391,12.2951,12.1142,12.3537,12.5721,13.0279,12.2085,12.446,11.6901,11.8407,12.2217,12.5092,14.0516,13.8484,13.3861,14.0246,13.7414,13.022,13.435,13.3246,11.9702,13.4611,12.4729,12.9652,12.3917,11.7684,12.3435,13.5304,14.1897,13.6154,12.2664,12.293,12.7601,12.3293,13.0468,13.7321,13.4348,14.0952,13.4415,12.9644,12.1569,13.3581,13.0228,13.0427,13.7833,13.0152,13.1877,12.5494,14.1593,14.316,14.0039,13.3151,14.1324,14.2601,13.8948,13.7336,15.3183,13.8892,14.3874,13.6447,13.9821,14.5351,12.9693,14.1171,13.5481,11.4049,12.495,13.3957,14.334,13.5342,14.1081,13.5032,13.8219,13.8174,13.5913,13.654,12.6798,13.5419,13.1852,12.4486,13.2624,12.7089,14.5734,13.7916,12.9888,14.1473,13.2765,14.8659,13.6914,14.022,13.502,13.467,13.4287,14.6494,13.8504,13.9426,14.1883,13.0661,14.5927,13.3463,13.7868,13.488,14.355,12.5691,13.7319,14.0076,13.4057,14.221,12.3197,14.1061,12.6936,12.9096,13.1636,13.9033,14.1775,12.8785,12.2773,13.6894,12.7101,13.7957,11.9723,12.6336,14.1272,13.0326,13.7695,13.4271,12.3406,10.8659,12.1666,11.9313,11.3542,12.6967,12.1452,11.4292,12.8188,12.3716,14.3908,13.4849,11.053,12.0571,12.9646,12.481,12.279,13.1756,13.0536,12.6848,12.2792,12.6729,11.4799,13.3092,11.7967,12.6923,12.274,13.2434,13.5664,14.6856,14.3673,12.1861,12.1839,12.5719,12.4929,14.2789,14.1655,11.9877,11.4664,12.066,14.143,15.0631,12.9929,14.3691,14.9823,12.712,11.4864,13.2715,11.6155,11.5952,12.3273,12.165,12.3189,12.2046,13.3086,14.8699,14.4289,14.5178,14.9098,13.844,13.4753,13.9564,14.5657,13.7777,13.8265,13.7717,13.9111,14.1611,11.6369,15.0584,13.2238,14.6779,13.412,13.4657,14.3967,13.9973,12.9114,13.3428,13.7068,13.091,14.1042,13.535,13.5978,12.7738,13.9535,14.7344,13.1651,13.9716,12.8629,13.2272,12.9201,13.4168,12.926,13.5796,13.1808,13.1647,13.1342,13.3843,13.4729,14.0609,13.2717,11.8417,14.3544,14.1322,13.4466,13.783,14.5517,14.4462,14.3075,14.4711
hsa-let-7b,15.5819,14.1664,15.1139,15.1514,14.1067,13.0564,13.4396,15.0195,14.6256,14.3825,14.866,14.0228,14.1667,13.674,14.346,13.5292,14.4535,13.9155,15.5447,16.0201,14.98,16.4122,14.6954,15.2009,13.4919,14.812,14.8067,15.3077,15.3264,14.7461,14.2702,14.0845,14.0006,14.6055,14.5994,15.323,14.7566,14.1646,15.1151,14.2116,14.7599,15.1789,15.2882,14.1148,14.5056,14.4771,14.8825,13.825,12.8132,13.662,13.7935,15.1362,13.7156,13.6417,12.6175,12.9526,13.5387,12.8518,14.2666,13.4517,15.6276,13.7217,12.5466,12.8026,14.1801,14.2418,12.8277,13.6478,13.2022,13.7728,13.563,14.5678,14.2616,14.8922,14.9546,13.3871,14.7488,15.1712,15.4294,15.5098,13.9154,15.6195,13.3805,13.8144,15.2308,14.1822,14.507,14.6455,11.8251,12.8154,14.3964,15.5639,14.3122,15.9814,15.3571,14.4829,13.7891,15.7928,12.9228,14.536,13.8135,12.9156,12.7404,11.6467,12.973,14.9352,13.8983,13.7538,13.6903,13.5661,15.2437,14.6351,13.839,14.0642,14.8224,14.1149,16.3612,14.6945,15.4205,15.4617,14.2422,15.4963,14.6311,14.8062,15.0872,15.3944,13.4755,14.7327,14.7875,14.641,14.5302,12.5754,15.57,13.5766,13.6883,14.2117,16.0052,14.7585,14.9182,13.8295,15.3378,13.5436,13.2901,13.6433,13.2645,15.393,14.1522,14.6077,15.3153,14.2662,11.8744,13.8682,11.718,12.6264,14.7333,13.8149,13.3412,14.2204,14.065,15.463,15.0841,13.599,14.1452,13.8409,13.334,13.0363,13.1413,14.1974,12.9264,13.1735,14.4457,12.1286,10.4563,12.9554,13.7458,14.5272,15.6534,14.1417,15.2173,14.6934,13.6213,13.4247,14.0255,13.981,15.388,15.3339,13.703,13.3304,13.5866,15.3094,16.2231,14.0251,14.8532,15.3573,13.5972,12.7872,14.9496,12.966,14.0964,15.0717,14.1474,14.7515,14.4436,14.5276,15.7386,14.5359,15.4944,15.1217,14.5407,14.8835,14.9613,13.2707,14.6981,13.5775,15.2389,15.1841,13.5992,12.1187,15.1146,13.7936,15.225,13.1977,13.749,14.3115,14.2714,13.2464,14.8991,13.6008,13.362,13.5738,14.4856,13.8815,13.3711,14.2652,15.5234,13.705,14.9192,13.8789,14.3193,13.755,14.4725,13.342,14.011,12.8621,13.8942,13.5773,14.0177,14.5064,14.5221,14.0158,13.8022,14.9399,15.2889,14.647,14.9559,15.1542,14.3187,14.8268,15.6579
hsa-let-7c,14.5129,12.6523,14.587,13.5786,13.5221,10.3693,10.192,14.4921,8.4466,11.3373,13.9636,11.7628,10.4542,10.7437,11.6657,13.3509,12.3108,12.0074,11.5461,14.3414,13.184,12.4385,13.8827,12.8495,10.6625,13.0044,12.4265,12.1271,12.8973,12.3517,14.5782,13.4819,12.2617,14.0042,13.1105,14.9648,14.1693,12.3088,13.448,9.1944,13.0145,13.9833,14.3291,12.4413,14.214,13.652,12.3422,11.6189,9.7845,9.3359,9.5325,9.5085,10.4126,9.6269,11.1432,10.6656,11.1745,11.0364,13.6084,10.7875,14.442,11.3392,10.7506,9.3431,12.1397,10.2572,11.3619,14.5704,10.7183,10.5859,11.9934,14.3615,14.7188,10.9313,14.0344,10.3043,10.3257,14.945,14.1995,12.8782,14.0239,13.7588,10.2932,15.0212,14.3037,12.3115,12.2091,12.4563,9.5917,9.6655,12.1641,15.3707,14.4884,15.3186,13.1175,12.7113,13.0323,14.1811,11.2643,11.3652,12.3456,12.3845,13.0152,15.6102,11.4495,10.1502,10.8493,13.5286,12.5402,13.3857,13.3054,14.5462,13.9714,10.2644,14.1098,10.9137,15.278,14.1779,13.5545,13.6879,12.2495,13.5232,14.0656,12.0756,13.2782,14.3907,10.0373,10.9267,11.3809,10.9174,13.4859,10.9614,14.9503,11.8412,11.9147,13.5059,11.9141,15.0486,13.804,11.4992,14.3261,13.0723,12.9765,12.9017,12.3785,9.041,11.1709,13.6134,15.2443,12.0238,10.5129,9.9783,12.1206,12.2607,11.3887,11.843,10.6681,13.1694,10.3099,13.621,14.9476,9.5418,9.0614,13.6944,12.1864,13.1972,12.5781,13.4617,12.3573,12.6741,12.975,12.9257,7.0548,9.7045,11.4983,11.5126,13.3532,14.1048,12.955,12.4965,14.0941,14.1667,12.9887,11.4363,14.1218,13.9412,12.5395,9.1787,11.7794,12.9545,12.2232,12.7177,13.1696,10.0385,13.1787,11.5872,13.4444,10.4019,10.7212,10.7959,12.6527,9.9382,9.3689,15.4082,11.5926,12.417,15.5087,11.5235,13.137,12.3552,10.7583,13.1894,11.9128,13.4329,14.2853,11.282,10.6562,9.6595,14.1043,9.0723,13.673,13.1968,10.3253,14.2961,10.9501,12.7478,13.7507,13.4072,12.3798,13.4438,12.7858,10.773,12.1798,10.9117,9.9641,12.1761,15.6121,10.5868,9.6066,10.133,12.0991,14.5497,13.3849,11.9686,10.0992,14.615,10.8481,11.7074,13.6592,10.5896,10.8336,13.576,11.8956,8.8792,13.4623,14.1332,12.654,14.4159,8.9857
hsa-let-7d,9.4023,8.4914,9.9448,8.3247,8.7671,7.1768,10.1448,8.8007,9.483,8.2426,9.3482,9.3181,8.2092,8.2405,8.502,8.4592,9.3109,8.9721,9.6078,9.85,9.0043,10.9547,9.548,9.615,8.8891,9.9216,9.0498,9.7158,11.2917,9.5001,8.4539,9.4572,9.0596,9.261,9.1052,12.2479,8.9544,8.8419,8.9503,9.3652,9.6865,10.3799,10.3501,8.3331,10.5399,10.1071,9.6653,8.7039,9.9469,9.7044,9.194,10.7046,9.771,8.6025,7.4517,8.3299,8.3292,5.9018,9.393,7.5934,9.7216,7.7137,7.3048,8.6493,7.821,7.4795,7.689,9.6878,8.5152,9.6951,8.0389,7.8122,9.569,9.1412,9.1731,9.2844,9.0559,9.0103,9.064,10.3327,10.0005,9.6392,8.4882,8.6537,10.0456,7.6091,9.6963,9.3581,6.3079,7.2354,9.2027,9.8841,10.4296,10.2519,8.7233,9.4112,9.4852,9.0451,8.8695,9.6385,9.4769,8.1521,8.4474,11.0449,8.7045,9.8525,9.0342,9.7052,9.6581,8.8762,10.4593,10.2577,9.9901,10.1678,9.779,8.7446,8.434,8.8374,10.7668,9.9645,7.5938,10.7,9.935,9.5975,9.4187,9.7934,8.4539,9.8643,8.899,10.039,10.5309,9.2575,9.287,8.9449,9.3414,9.4205,9.5664,10.2611,10.567,8.3217,9.7934,9.5336,10.8749,9.2078,7.348,10.7389,9.6111,10.829,9.6797,8.6465,7.9799,8.9839,8.146,10.1278,8.739,9.541,9.3632,9.0049,8.2338,9.6018,8.9269,9.3314,8.9484,10.3824,9.594,8.762,10.3806,9.2468,8.9782,9.3797,9.5892,9.7552,9.8574,8.6116,9.6778,8.1456,9.1625,9.739,9.46,10.6748,9.7281,9.6663,9.7107,9.825,10.6121,10.6046,9.3194,10.0104,8.5265,9.8705,9.8894,7.6777,8.2947,10.3658,8.5237,10.227,9.2702,7.8129,7.9162,8.595,10.2811,8.9781,8.742,9.7159,8.5817,8.4846,11.0379,9.8331,9.6897,9.4296,10.3439,7.654,7.8663,9.0551,8.5334,8.2642,9.7688,8.0664,9.5226,9.3841,9.5635,9.6215,8.9436,8.7684,9.3657,8.7687,9.6498,9.8884,8.4897,8.7754,10.0271,8.8942,9.2879,9.1324,11.5293,8.2461,10.4304,7.8433,9.7642,7.7505,9.6519,8.3398,8.7661,9.6926,7.975,9.0962,9.5234,8.9625,9.2299,9.5938,8.0321,8.2993,10.4942,9.193,9.5449,8.528,9.8283,9.582,10.536
hsa-let-7e,11.7455,10.8208,10.6841,11.2052,11.0373,9.1282,11.2543,12.0691,11.0735,9.7222,11.6013,12.4926,10.5512,10.4727,9.833,10.9286,10.6592,12.1345,10.2394,10.7536,11.0004,11.3357,10.4083,10.2333,10.5274,10.7805,9.6966,10.3935,11.7061,9.496,10.5633,8.8461,8.6716,9.4126,9.544,10.5576,10.3581,11.2195,11.8706,11.3826,10.7265,9.7544,11.6614,9.8315,11.5407,10.4224,10.7623,9.1834,9.1838,8.7588,11.4993,11.1175,11.8865,10.085,9.7262,10.6931,9.697,10.8387,11.6788,11.5497,12.2487,11.4666,10.4223,10.5517,10.5632,10.3474,10.354,12.7058,11.3248,10.9657,9.9326,11.7971,11.8983,12.241,11.4556,12.0116,11.8489,12.3745,11.5669,12.5696,12.0397,12.1158,10.491,11.8074,13.2315,10.1202,11.549,11.9602,8.7735,9.8327,9.8969,12.1218,11.7592,11.6427,11.7638,10.3508,12.1959,11.5434,10.8005,10.2082,11.7456,10.6411,10.7038,11.6968,9.96,11.6559,11.2941,11.2561,12.2315,11.4259,12.4954,12.3853,13.3984,11.6873,11.547,11.3408,11.2694,11.398,11.7423,11.9381,10.7379,11.2778,10.9977,11.204,10.3405,12.0565,10.9389,11.7729,10.3532,10.6238,13.3827,10.3559,11.6782,10.077,10.3862,11.2949,11.0119,12.6183,12.0058,10.0398,11.3321,10.8999,10.3359,10.0421,9.3664,12.1478,10.4788,11.1177,11.6991,9.4504,8.0941,9.4269,10.9156,8.2674,9.8805,10.414,9.4941,10.3856,9.6416,12.8648,10.2573,9.0684,9.4131,11.0992,10.7739,10.4272,11.03,9.918,11.6019,10.4128,10.0166,9.9267,13.6152,9.1472,11.1255,9.7673,10.1163,10.7144,11.9231,12.9954,9.5665,9.9194,8.9838,10.6645,12.4643,11.4653,9.2539,8.2848,9.479,12.4028,13.0439,11.2108,12.2622,12.3899,11.0374,10.7968,11.4851,8.1383,8.662,7.9054,9.9518,8.8761,9.3089,12.7804,12.8533,12.0031,12.7584,12.4074,11.5178,11.5742,11.9579,12.9936,11.4341,13.0287,11.2573,10.9798,11.6147,9.6653,13.2341,9.9483,13.1083,13.0151,10.596,12.7156,11.2781,12.8252,10.7056,12.0002,10.1536,12.2001,11.4222,11.5994,9.2821,11.7037,13.4588,11.79,12.4528,10.0531,11.3103,10.6519,10.9126,11.6491,11.9925,11.7881,10.797,11.5958,11.7952,10.8108,12.0644,11.2982,9.524,12.6986,12.4701,10.4379,11.5265,13.0291,11.956,12.1524,11.7992
hsa-let-7f-1,5.3254,5.5492,5.2565,5.6683,4.9937,4.5315,5.238,5.3511,5.612,5.0544,4.7598,4.5882,4.4585,4.5904,4.9863,4.2524,5.0384,5.533,3.8707,3.4313,4.0267,4.1698,4.024,4.4959,4.5033,3.88,3.2276,4.0941,4.6597,4.509,4.4359,3.6289,4.3003,3.6187,3.5596,5.5569,4.2489,4.3193,4.8799,4.8675,4.5643,5.0707,4.0749,4.1596,4.8337,4.0668,3.9336,4.8097,4.4321,4.4614,5.9974,5.5037,5.7036,3.7241,3.241,4.5924,3.6772,4.52,5.7261,5.6634,5.1373,5.2641,4.1748,3.6029,4.5278,3.9715,4.753,5.5387,4.5893,4.6361,4.175,5.6803,6.503,4.8985,4.4328,6.2881,5.6013,4.8275,5.0773,5.9928,5.9422,5.101,4.2735,6.1994,5.1157,4.412,5.4623,4.7233,3.1757,4.0882,4.3814,3.9544,4.5571,4.2466,5.4457,5.126,5.4532,5.1408,5.4816,4.4909,5.681,4.751,5.2945,5.61,4.9436,5.5836,5.9287,5.205,5.6781,5.3004,6.1188,5.4854,6.1144,5.6208,5.5209,4.2825,4.9678,5.49,4.7809,4.955,4.4845,6.4007,5.1073,4.879,5.6318,5.8772,4.8536,5.3764,4.3438,5.2752,4.7865,4.896,5.1159,4.4465,4.8537,4.7798,4.1378,5.3068,4.257,3.2363,4.1955,2.7977,5.603,3.5594,3.8646,4.7365,4.2231,5.7546,3.7033,3.4433,3.7492,3.8491,3.9472,3.0796,3.8505,3.8241,3.2629,5.1827,2.9271,5.4071,4.1446,4.2874,3.2874,4.1343,4.8026,3.9611,4.2983,3.5951,2.4132,3.9817,4.3515,2.2518,4.4172,3.0837,4.0674,3.8317,4.6118,5.5276,6.4496,6.227,4.7998,4.3204,3.4842,4.3751,5.534,4.7284,4.3984,4.5771,3.9712,5.0689,5.2178,4.3976,5.677,5.3672,3.7741,3.9371,3.7942,3.4636,3.7094,2.8323,3.9701,3.7576,3.8035,5.2464,6.3283,5.543,5.9904,6.3587,5.5801,5.6961,5.0065,4.6648,4.9846,4.7058,4.9552,4.9339,6.2754,4.2455,6.203,5.4942,5.6335,4.5907,5.0893,6.6248,6.4172,3.6143,5.1104,5.3502,4.8101,6.3615,5.1893,5.369,5.645,5.8325,6.2015,4.1452,5.0632,3.5938,4.9749,3.9866,4.3667,3.8872,4.6509,5.1456,4.159,4.2382,5.2052,4.7863,5.5959,4.5402,3.7453,4.4537,4.7153,4.3804,5.2171,5.4815,5.7776,6.4333,6.0982
